id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
5446309,2017-03-24 11:50:47 AM PDT,2017-03-24,2017-03-24 13:50:47 -0500,Pacific Time (US & Canada),25480,coffearobusta42,2017-03-24 17:37:12 -0500,2017-11-05 21:44:24 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5446309,https://inaturalist-open-data.s3.amazonaws.com/photos/6703114/medium.jpeg?1490395038,,"",,1,0,false,2,"Brentwood, CA 94513",37.8985595703,-121.7386779785,,,,,false,gps,gps,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5452907,2017-03-25 9:01:24 AM PDT,2017-03-25,2017-03-25 11:01:24 -0500,Pacific Time (US & Canada),66902,seanp,2017-03-25 11:23:02 -0500,2017-11-05 21:44:13 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5452907,https://inaturalist-open-data.s3.amazonaws.com/photos/6719449/medium.jpeg?1490482267,,"",,1,0,false,2,"Contra Costa County, US-CA, US",37.89138572,-121.76206716,9,9,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5457932,2017-03-25 10:57:14 AM PDT,2017-03-25,2017-03-25 12:57:14 -0500,Pacific Time (US & Canada),432821,zachary32,2017-03-25 16:54:26 -0500,2017-11-05 22:00:54 -0600,research,,https://www.inaturalist.org/observations/5457932,https://static.inaturalist.org/photos/6718440/medium.jpeg?1490479017,,"",,1,0,false,2,"Contra Costa County, US-CA, US",37.8876387,-121.7756407,2200,2200,,,false,gps,gps,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5458352,Sat Mar 25 2017 14:05:35 GMT-0700 (PDT),2017-03-25,2017-03-25 16:05:35 -0500,Pacific Time (US & Canada),373869,ripple,2017-03-25 17:37:19 -0500,2020-09-10 17:31:00 -0500,research,,https://www.inaturalist.org/observations/5458352,https://static.inaturalist.org/photos/6719183/medium.jpg?1490481507,,"",,1,0,false,3,"Placer County, US-CA, US",38.7472423911,-121.2829466445,10,10,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5466143,2017/03/25 10:45 AM PDT,2017-03-25,2017-03-25 12:45:00 -0500,Pacific Time (US & Canada),170014,jhamilton,2017-03-26 12:51:53 -0500,2021-01-12 13:32:14 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5466143,https://inaturalist-open-data.s3.amazonaws.com/photos/6731052/medium.jpg?1490550384,,"",,2,0,false,,"Kern County, CA, USA",34.9895035676,-119.1862106323,435,435,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
5472967,2017-03-26 18:06:13,2017-03-26,2017-03-26 20:06:13 -0500,Pacific Time (US & Canada),5692,justin2,2017-03-26 22:31:35 -0500,2017-11-05 22:00:55 -0600,research,CC-BY,https://www.inaturalist.org/observations/5472967,https://inaturalist-open-data.s3.amazonaws.com/photos/6741154/medium.jpg?1490585512,,20170326_180613,"",1,0,false,,"Fair Oaks, California, United States",38.646666,-121.215278,,,,,false,,"",Valley Oak,Quercus lobata,valley oak,Plantae,49011
5504944,Wed Mar 29 2017 14:53:36 GMT-0700 (PDT),2017-03-29,2017-03-29 16:53:36 -0500,Pacific Time (US & Canada),179103,catchang,2017-03-29 21:44:51 -0500,2017-11-05 21:43:45 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5504944,https://inaturalist-open-data.s3.amazonaws.com/photos/6786568/medium.jpg?1490842059,,"",,1,0,false,3,"Hap McGee Ranch Park, Alamo, CA, US",37.8389783333,-122.0193333333,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5513092,Thu Mar 30 2017 13:05:44 GMT-0700 (PDT),2017-03-30,2017-03-30 15:05:44 -0500,Pacific Time (US & Canada),289895,laurel10,2017-03-30 19:38:27 -0500,2017-11-05 21:43:40 -0600,research,,https://www.inaturalist.org/observations/5513092,https://static.inaturalist.org/photos/6798492/medium.jpg?1490920713,,"",,1,0,false,3,"Cosumnes River Preserve, Galt, CA, US",38.2656031013,-121.4391892695,44,44,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5513572,Mon Mar 27 2017 11:37:35 GMT-0700 (PDT),2017-03-27,2017-03-27 13:37:35 -0500,Pacific Time (US & Canada),400429,sweiser,2017-03-30 20:30:35 -0500,2017-11-05 22:00:59 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5513572,https://inaturalist-open-data.s3.amazonaws.com/photos/6799341/medium.jpg?1490923843,,"",,1,0,false,3,"93292, Visalia, CA, US",36.3385166667,-119.1683883333,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5513575,Mon Mar 27 2017 11:37:25 GMT-0700 (PDT),2017-03-27,2017-03-27 13:37:25 -0500,Pacific Time (US & Canada),400429,sweiser,2017-03-30 20:30:43 -0500,2017-11-05 22:01:03 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5513575,https://inaturalist-open-data.s3.amazonaws.com/photos/6799344/medium.jpg?1490923856,,"",,1,0,false,3,"93292, Visalia, CA, US",36.3385616667,-119.16835,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5513577,Mon Mar 27 2017 11:37:41 GMT-0700 (PDT),2017-03-27,2017-03-27 13:37:41 -0500,Pacific Time (US & Canada),400429,sweiser,2017-03-30 20:30:57 -0500,2017-09-04 12:36:13 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5513577,https://inaturalist-open-data.s3.amazonaws.com/photos/6799348/medium.jpg?1490923865,,"",,1,0,false,3,"93292, Visalia, CA, US",36.3385116667,-119.1684033333,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5519538,Fri Mar 31 2017 10:26:29 GMT-0700 (PDT),2017-03-31,2017-03-31 12:26:29 -0500,Pacific Time (US & Canada),400429,sweiser,2017-03-31 13:51:36 -0500,2017-09-04 12:36:14 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5519538,https://inaturalist-open-data.s3.amazonaws.com/photos/6808023/medium.jpg?1490986331,,"",,1,0,false,3,"29773–29899 Road 182, Visalia, CA, US",36.3313533333,-119.167145,500,500,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5528440,2017-04-01 10:07:22 AM PDT,2017-04-01,2017-04-01 12:07:22 -0500,Pacific Time (US & Canada),292751,thenaturalistnextdoor,2017-04-01 12:11:16 -0500,2017-07-14 00:14:05 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5528440,https://inaturalist-open-data.s3.amazonaws.com/photos/6821345/medium.jpeg?1491066707,,"",A bevy of goldfinches are eating the catkins.,1,0,false,2,"6700 Tarshes Drive Carmichael, CA 95608",38.61158753,-121.30773163,10,10,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5529608,Sat Apr 01 2017 11:49:51 GMT-0700 (PDT),2017-04-01,2017-04-01 13:49:51 -0500,Pacific Time (US & Canada),423490,ilkanadler,2017-04-01 13:50:18 -0500,2017-09-04 12:36:15 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5529608,https://inaturalist-open-data.s3.amazonaws.com/photos/6833937/medium.jpg?1491106278,,"",,1,0,false,3,"7761 Scott Forbes Rd, Browns Valley, CA, US",39.2485821247,-121.3159427607,5,5,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5534584,Sat Apr 01 2017 11:19:08 GMT-0700 (PDT),2017-04-01,2017-04-01 13:19:08 -0500,Pacific Time (US & Canada),417542,jmcasad,2017-04-01 19:40:13 -0500,2017-07-14 00:14:09 -0500,research,,https://www.inaturalist.org/observations/5534584,https://static.inaturalist.org/photos/6830113/medium.jpg?1491093645,,"",,1,0,false,3,"Pinnacles National Park, Soledad, CA, US",36.4513095282,-121.1979705748,5,5,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5535837,Fri Feb 24 2017 12:26:27 GMT-0700 (MST),2017-02-24,2017-02-24 13:26:27 -0600,Mountain Time (US & Canada),439303,sa_outside,2017-04-01 21:17:41 -0500,2017-11-05 22:01:10 -0600,research,,https://www.inaturalist.org/observations/5535837,https://static.inaturalist.org/photos/6832185/medium.jpg?1491099491,,"",,1,0,false,3,"3950 Armour Ranch Rd, Santa Ynez, CA, US",34.6078633333,-120.0646833333,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5536251,2017/03/25 12:57 PM PDT,2017-03-25,2017-03-25 14:57:00 -0500,Pacific Time (US & Canada),55964,a3d3vyth,2017-04-01 21:54:01 -0500,2017-11-05 22:00:51 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5536251,https://inaturalist-open-data.s3.amazonaws.com/photos/6832773/medium.jpeg?1491101564,,"",,1,0,false,,"San Jose, CA, USA",37.3382082,-121.8863286,30038,30038,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5537838,Sat Apr 01 2017 15:15:40 GMT-0700 (PDT),2017-04-01,2017-04-01 17:15:40 -0500,Pacific Time (US & Canada),242882,kingman,2017-04-02 00:33:25 -0500,2017-04-13 01:09:05 -0500,research,,https://www.inaturalist.org/observations/5537838,https://static.inaturalist.org/photos/6835054/medium.jpg?1491111234,,"","Lots of stands growing intermixed with Pines, Madrones and Douglas Fir. Also Valley Oaks nearby.",1,0,false,3,"Mendocino National Forest, Upper Lake, CA, US",39.2751416667,-122.9248966667,,,,,false,,,Canyon Live Oak,Quercus chrysolepis,canyon live oak,Plantae,51092
5557010,Thu Mar 23 2017 12:25:24 GMT-0700 (PDT),2017-03-23,2017-03-23 14:25:24 -0500,Pacific Time (US & Canada),333534,hollyg,2017-04-03 14:00:55 -0500,2017-09-04 12:36:05 -0500,research,,https://www.inaturalist.org/observations/5557010,https://static.inaturalist.org/photos/6864453/medium.jpg?1491261568,,"",,1,0,false,3,"93631, Kingsburg, CA, US",36.4481666667,-119.5745783333,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5560145,Mon Apr 03 2017 15:44:44 GMT-0700 (PDT),2017-04-03,2017-04-03 17:44:44 -0500,Pacific Time (US & Canada),400429,sweiser,2017-04-03 19:01:45 -0500,2017-09-04 12:36:04 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5560145,https://inaturalist-open-data.s3.amazonaws.com/photos/6865378/medium.jpg?1491264120,,"",,1,0,false,3,"93292, Visalia, CA, US",36.3336,-119.17913,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5560150,Mon Apr 03 2017 15:46:13 GMT-0700 (PDT),2017-04-03,2017-04-03 17:46:13 -0500,Pacific Time (US & Canada),400429,sweiser,2017-04-03 19:02:11 -0500,2017-09-04 12:36:03 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5560150,https://inaturalist-open-data.s3.amazonaws.com/photos/6865384/medium.jpg?1491264141,,"","",1,0,false,3,"93292, Visalia, CA, US",36.333995,-119.179006,3,3,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5568926,2017/04/03 10:50 AM PDT,2017-04-03,2017-04-03 12:50:00 -0500,Pacific Time (US & Canada),110521,fher,2017-04-04 11:39:53 -0500,2017-07-14 00:14:47 -0500,research,CC-BY,https://www.inaturalist.org/observations/5568926,https://inaturalist-open-data.s3.amazonaws.com/photos/6873798/medium.jpeg?1491318237,,"",,1,0,false,,"Contra Costa County, CA, USA",37.8634319869,-121.9319343567,1028,1028,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5570635,Tue Apr 04 2017 11:04:54 GMT-0700 (PDT),2017-04-04,2017-04-04 13:04:54 -0500,Pacific Time (US & Canada),400429,sweiser,2017-04-04 14:55:57 -0500,2017-11-05 22:00:52 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5570635,https://inaturalist-open-data.s3.amazonaws.com/photos/6877720/medium.jpg?1491335868,,"",,1,0,false,3,"93292, Visalia, CA, US",36.3307508453,-119.1679278932,130,130,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5577521,2017/03/11 1:59 AM PST,2017-03-11,2017-03-11 03:59:00 -0600,Pacific Time (US & Canada),441830,mariareynoso97,2017-04-05 04:00:39 -0500,2017-07-14 00:14:58 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5577521,https://inaturalist-open-data.s3.amazonaws.com/photos/6887749/medium.jpg?1491382760,,"",These trees were all over the place at the nature center. These trees dominate the site and also provide shelter for birds and other small animals.,1,0,false,,"2850 San Lorenzo Way, Carmichael, CA 95608, USA",38.6174656,-121.3115716,118,118,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5578339,Tue Apr 04 2017 14:57:10 GMT-0700 (PDT),2017-04-04,2017-04-04 16:57:10 -0500,Pacific Time (US & Canada),16743,wildmarin,2017-04-05 08:37:20 -0500,2017-04-05 08:59:08 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5578339,https://inaturalist-open-data.s3.amazonaws.com/photos/6889026/medium.jpg?1491399556,,"",,1,0,false,3,"103 Cobblestone Ct, Novato, CA, US",38.1285833333,-122.5719216667,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5609130,2016/03/18 1:02 PM PDT,2016-03-18,2016-03-18 15:02:00 -0500,Pacific Time (US & Canada),78845,mazer,2017-04-08 00:54:07 -0500,2017-07-14 00:15:36 -0500,research,,https://www.inaturalist.org/observations/5609130,https://static.inaturalist.org/photos/6932137/medium.jpeg?1491630839,,"",new leaf growth and flowers,1,0,false,,"Santa Venetia, CA, USA",38.0098472222,-122.5251944444,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5614604,Sat Apr 08 2017 11:06:37 GMT-0700 (PDT),2017-04-08,2017-04-08 13:06:37 -0500,Pacific Time (US & Canada),204561,limey_bean,2017-04-08 14:58:17 -0500,2021-01-12 14:52:27 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5614604,https://inaturalist-open-data.s3.amazonaws.com/photos/6939506/medium.jpg?1491681518,,"",,1,0,false,3,"Pencheta Trl, Westlake Village, CA, US",34.1312256363,-118.8214462997,5,5,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5619187,2017-04-08 12:37:08 PM PDT,2017-04-08,2017-04-08 14:37:08 -0500,Pacific Time (US & Canada),94483,lizzieredwood,2017-04-08 21:32:32 -0500,2017-07-14 00:15:46 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5619187,https://inaturalist-open-data.s3.amazonaws.com/photos/6946725/medium.jpeg?1491705157,,"",,1,0,false,2,"435-441 Zinfandel Circle Clayton, CA 94517",37.93542099,-121.9300689697,,,,,false,gps,gps,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5620965,2017-04-08 2:17:57 PM PDT,2017-04-08,2017-04-08 16:17:57 -0500,Pacific Time (US & Canada),1,kueda,2017-04-09 00:07:56 -0500,2019-04-15 23:28:37 -0500,research,CC0,https://www.inaturalist.org/observations/5620965,https://inaturalist-open-data.s3.amazonaws.com/photos/6949645/medium.jpeg?1491715931,,"",,1,0,false,2,"Mariposa County, Sierra National Forest, US-CA, US",37.6601715088,-119.8765945435,,28359,,,false,gps,gps,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5621920,2015/07/06 11:41 AM UTC,2015-07-06,,UTC,174643,clem,2017-04-09 03:13:55 -0500,2017-07-14 00:15:50 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5621920,https://inaturalist-open-data.s3.amazonaws.com/photos/6950814/medium.jpg?1491725541,,"",,1,0,false,,"Alameda County, CA, USA",37.5118500716,-121.7971801758,122,122,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5634771,2017/04/09 2:05 PM PDT,2017-04-09,2017-04-09 16:05:00 -0500,Pacific Time (US & Canada),3342,hfabian,2017-04-10 00:13:35 -0500,2017-07-14 00:16:01 -0500,research,,https://www.inaturalist.org/observations/5634771,https://static.inaturalist.org/photos/6970672/medium.jpg?1491801191,,"",,1,0,false,,"Walnut Creek, CA, USA",37.8936131669,-122.0097613335,31,31,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5639634,Mon Apr 10 2017 10:13:43 GMT-0700 (PDT),2017-04-10,2017-04-10 12:13:43 -0500,Pacific Time (US & Canada),412136,geigerdana,2017-04-10 13:18:40 -0500,2018-09-18 22:23:57 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5639634,https://inaturalist-open-data.s3.amazonaws.com/photos/6977923/medium.jpg?1491848360,,"",,2,0,false,3,"Stevens Creek Reservoir, Cupertino, CA, US",37.2969235838,-122.0757980685,357,357,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
5646922,2017/04/09 3:51 PM PDT,2017-04-09,2017-04-09 17:51:00 -0500,Pacific Time (US & Canada),29066,npdoty,2017-04-11 02:00:32 -0500,2017-07-14 00:16:16 -0500,research,CC-BY,https://www.inaturalist.org/observations/5646922,https://inaturalist-open-data.s3.amazonaws.com/photos/6987632/medium.jpg?1491884661,,"",,1,0,false,,"North Table Mountain Ecological Reserve, Butte, California, United States",39.6010583333,-121.5605638889,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5659467,Mon Apr 10 2017 14:38:27 GMT-0700 (PDT),2017-04-10,2017-04-10 16:38:27 -0500,Pacific Time (US & Canada),400429,sweiser,2017-04-12 09:28:25 -0500,2017-11-05 22:00:41 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5659467,https://inaturalist-open-data.s3.amazonaws.com/photos/7007960/medium.jpg?1492007349,,"",,1,0,false,3,"93292, Visalia, CA, US",36.33287,-119.1809916667,500,500,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5659469,Mon Apr 10 2017 14:38:31 GMT-0700 (PDT),2017-04-10,2017-04-10 16:38:31 -0500,Pacific Time (US & Canada),400429,sweiser,2017-04-12 09:29:11 -0500,2017-11-05 22:00:37 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5659469,https://inaturalist-open-data.s3.amazonaws.com/photos/7007962/medium.jpg?1492007373,,"",,1,0,false,3,"93292, Visalia, CA, US",36.332895,-119.18097,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5659472,Mon Apr 10 2017 14:38:38 GMT-0700 (PDT),2017-04-10,2017-04-10 16:38:38 -0500,Pacific Time (US & Canada),400429,sweiser,2017-04-12 09:30:09 -0500,2017-11-05 21:58:59 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5659472,https://inaturalist-open-data.s3.amazonaws.com/photos/7007976/medium.jpg?1492007454,,"",,1,0,false,3,"93292, Visalia, CA, US",36.332895,-119.1809216667,500,500,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5660116,Tue Apr 11 2017 19:05:37 GMT-0700 (PDT),2017-04-11,2017-04-11 21:05:37 -0500,Pacific Time (US & Canada),216240,b_z_b,2017-04-12 10:35:14 -0500,2017-10-11 13:01:11 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5660116,https://inaturalist-open-data.s3.amazonaws.com/photos/7009129/medium.jpg?1492011827,,"",,1,0,false,3,"3261 Luneman Rd, Placerville, CA, US",38.7644084702,-120.984102543,176,176,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5676625,Thu Apr 13 2017 11:47:07 GMT-0700 (PDT),2017-04-13,2017-04-13 13:47:07 -0500,Pacific Time (US & Canada),34038,merav,2017-04-13 13:52:22 -0500,2017-11-05 21:58:41 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5676625,https://inaturalist-open-data.s3.amazonaws.com/photos/7037974/medium.jpg?1492138328,,"",,1,0,false,3,"95023, Hollister, CA, US",36.71553,-121.2944716667,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5698972,2017/04/14 11:36 AM PDT,2017-04-14,2017-04-14 13:36:00 -0500,Pacific Time (US & Canada),174075,billwho,2017-04-14 16:07:37 -0500,2020-04-24 08:46:56 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5698972,https://inaturalist-open-data.s3.amazonaws.com/photos/7059479/medium.jpeg?1492203987,,"",Young Valley Oak on the Contra Costa Canal Trail.,1,0,false,,"Pleasant Hill, CA, USA",37.9375300348,-122.0792627335,61,61,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5712847,2017-04-14 10:25:39,2017-04-14,2017-04-14 12:25:39 -0500,Pacific Time (US & Canada),60643,newtpatrol,2017-04-15 00:06:28 -0500,2017-07-14 00:17:11 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5712847,https://inaturalist-open-data.s3.amazonaws.com/photos/7082784/medium.jpeg?1492232793,,"","",1,0,false,,mitchell canyon visitor center,37.918387,-121.943724,26,26,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5713731,2017/04/14 6:40 AM PDT,2017-04-14,2017-04-14 08:40:00 -0500,Pacific Time (US & Canada),223005,dlbowls,2017-04-15 00:54:06 -0500,2021-01-12 13:25:29 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5713731,https://inaturalist-open-data.s3.amazonaws.com/photos/7083745/medium.jpg?1492234504,,"",,1,0,false,,"Chatsworth, Los Angeles, CA, USA",34.2754861185,-118.6114454269,17,17,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5719554,2017-04-15 7:44:41 AM PDT,2017-04-15,2017-04-15 09:44:41 -0500,Pacific Time (US & Canada),219180,nurit,2017-04-15 09:45:12 -0500,2021-01-12 13:21:58 -0600,research,,https://www.inaturalist.org/observations/5719554,https://static.inaturalist.org/photos/7092750/medium.jpeg?1492267519,,"",,2,0,false,2,"6300 Lake Balboa Hiking Trail Lake Balboa, CA 91406",34.18299789,-118.49300338,3,3,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
5730662,Sat Apr 15 2017 09:39:20 GMT-0700 (PDT),2017-04-15,2017-04-15 11:39:20 -0500,Pacific Time (US & Canada),204561,limey_bean,2017-04-15 15:02:24 -0500,2021-01-12 13:22:01 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5730662,https://inaturalist-open-data.s3.amazonaws.com/photos/7107160/medium.jpg?1492286568,,"",,1,0,false,3,"Woodley Avenue Park, Los Angeles, CA, US",34.1784122726,-118.4723210895,5,5,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5735427,Sat Apr 15 2017 14:50:52 GMT-0700 (PDT),2017-04-15,2017-04-15 16:50:52 -0500,Pacific Time (US & Canada),438836,cmartin626,2017-04-15 16:51:34 -0500,2021-01-12 13:06:00 -0600,research,CC-BY-NC,https://www.inaturalist.org/observations/5735427,https://inaturalist-open-data.s3.amazonaws.com/photos/7114316/medium.jpg?1492293106,,"",,1,0,false,3,"93023, Ojai, CA, US",34.4434439857,-119.2720625271,5,5,,,false,,,valley oak,Quercus lobata,valley oak,Plantae,49011
5745460,2017/04/15 8:51 AM PDT,2017-04-15,2017-04-15 10:51:00 -0500,Pacific Time (US & Canada),16101,dpom,2017-04-15 21:45:05 -0500,2017-07-14 00:17:52 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5745460,https://inaturalist-open-data.s3.amazonaws.com/photos/7129173/medium.jpg?1492310407,,"",,1,0,false,,"Edgewood County Park, San Mateo, Golden Gate National Recreation Area, California, United States",37.4593316667,-122.28581,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5749133,2017/04/15 10:07 AM PDT,2017-04-15,2017-04-15 12:07:00 -0500,Pacific Time (US & Canada),179103,catchang,2017-04-15 23:55:32 -0500,2018-08-27 10:30:03 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5749133,https://inaturalist-open-data.s3.amazonaws.com/photos/7135265/medium.jpeg?1492318396,,"",,1,0,false,,"Napa County, CA, USA",38.5133138889,-122.3577222222,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5757564,Sun Apr 16 2017 09:38:33 GMT-0700 (PDT),2017-04-16,2017-04-16 11:38:33 -0500,Pacific Time (US & Canada),88577,nelruzam,2017-04-16 11:39:57 -0500,2019-10-06 22:18:39 -0500,research,,https://www.inaturalist.org/observations/5757564,https://static.inaturalist.org/photos/7146802/medium.jpg?1492360921,,"",,1,0,false,3,"Ernie Smith Park, Sonoma, CA, US",38.3042884958,-122.4936752461,15,15,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5763557,Sat Apr 15 2017 18:30:48 GMT-0700 (PDT),2017-04-15,2017-04-15 20:30:48 -0500,Pacific Time (US & Canada),5179,leptonia,2017-04-16 14:35:18 -0500,2018-05-02 17:50:04 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5763557,https://inaturalist-open-data.s3.amazonaws.com/photos/7154527/medium.jpg?1492371448,,"",,1,0,false,3,"Los Padres National Forest, Lockwood, CA, US",36.0947416667,-121.4302583333,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5763664,Sat Apr 15 2017 17:12:35 GMT-0700 (PDT),2017-04-15,2017-04-15 19:12:35 -0500,Pacific Time (US & Canada),5179,leptonia,2017-04-16 14:38:50 -0500,2018-05-02 17:50:05 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5763664,https://inaturalist-open-data.s3.amazonaws.com/photos/7154698/medium.jpg?1492371614,,"",,1,0,false,3,"Los Padres National Forest, Lockwood, CA, US",36.08245,-121.4006116667,,,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5771772,2017/04/15 8:52 AM PDT,2017-04-15,2017-04-15 10:52:00 -0500,Pacific Time (US & Canada),9335,leslie_flint,2017-04-16 18:28:37 -0500,2017-07-14 00:18:19 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5771772,https://inaturalist-open-data.s3.amazonaws.com/photos/7165474/medium.jpg?1492384202,,"",,2,0,false,,"San Mateo County, CA, USA",37.4593087661,-122.2853636742,31,31,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5777411,2017/04/15 2:40 PM PDT,2017-04-15,2017-04-15 16:40:00 -0500,Pacific Time (US & Canada),9572,leftcoastnaturalist,2017-04-16 21:11:59 -0500,2018-05-02 17:50:44 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5777411,https://static.inaturalist.org/photos/7174510/medium.jpg?1492395110,,"bioblitz, ventana",,1,0,false,,"Monterey County, CA, USA",36.092310486,-121.4311552048,450,450,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5783742,2017/04/14 2:29 PM PDT,2017-04-14,2017-04-14 16:29:00 -0500,Pacific Time (US & Canada),16743,wildmarin,2017-04-17 01:12:41 -0500,2018-10-05 17:30:57 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5783742,https://inaturalist-open-data.s3.amazonaws.com/photos/7185210/medium.jpeg?1492409404,,"","",1,0,false,,buck institute for research on aging,38.133874,-122.573876,377,377,,,false,,manual,Valley Oak,Quercus lobata,valley oak,Plantae,49011
5784818,Sat Apr 15 2017 13:20:36 GMT-0700 (PDT),2017-04-15,2017-04-15 15:20:36 -0500,Pacific Time (US & Canada),30502,constance,2017-04-17 03:40:40 -0500,2017-07-14 00:18:41 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/5784818,https://inaturalist-open-data.s3.amazonaws.com/photos/7187134/medium.jpg?1492418515,,"",,1,0,false,3,"Sunol Regional Wilderness, Alameda County, US-CA, US",37.5070265774,-121.8288763427,5,5,,,false,,,Valley Oak,Quercus lobata,valley oak,Plantae,49011
