id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,longitude,latitude
9060698,2017/11/17 9:19 AM PST,11/17/17,11/17/17 11:19,Pacific Time (US & Canada),3057,vermfly,12/5/17 22:31,12/5/17 22:43,research,CC-BY-NC,https://www.inaturalist.org/observations/9060698,https://inaturalist-open-data.s3.amazonaws.com/photos/12232801/medium.jpeg?1512531854,NA,NA,NA,1,0,FALSE,NA,"Walnut Grove, CA, USA",55,55,NA,NA,FALSE,NA,NA,Valley Oak,Quercus lobata,valley oak,Plantae,49011,-121.5031296,38.2483549
9179732,2017-12-17 10:04:49 AM PST,12/17/17,12/17/17 12:04,Pacific Time (US & Canada),174643,clem,12/17/17 12:30,12/20/17 13:18,research,CC-BY-NC,https://www.inaturalist.org/observations/9179732,https://inaturalist-open-data.s3.amazonaws.com/photos/12422205/medium.jpeg?1513535483,NA,NA,NA,2,0,FALSE,2,"Lost Slough Wetlands Walk, Galt, CA 95632, USA",6,6,NA,NA,FALSE,NA,NA,Valley Oak,Quercus lobata,valley oak,Plantae,49011,-121.438421,38.26641437
9186073,2017-12-17 10:08:36 AM PST,12/17/17,12/17/17 12:08,Pacific Time (US & Canada),174643,clem,12/17/17 18:46,12/26/17 23:09,research,CC-BY-NC,https://www.inaturalist.org/observations/9186073,https://inaturalist-open-data.s3.amazonaws.com/photos/12483557/medium.jpeg?1513868149,NA,NA,NA,1,0,FALSE,2,"Lost Slough Wetlands Walk, Galt, CA 95632, USA",4,4,NA,NA,FALSE,NA,NA,Valley Oak,Quercus lobata,valley oak,Plantae,49011,-121.4381251,38.26578348
9225004,2017-12-17 10:28:11 AM PST,12/17/17,12/17/17 12:28,Pacific Time (US & Canada),174643,clem,12/21/17 8:58,1/4/18 16:49,research,CC-BY-NC,https://www.inaturalist.org/observations/9225004,https://inaturalist-open-data.s3.amazonaws.com/photos/12483600/medium.jpeg?1513868339,NA,NA,NA,1,0,FALSE,2,"River Walk Trail, Galt, CA 95632, USA",6,6,NA,NA,FALSE,NA,NA,Valley Oak,Quercus lobata,valley oak,Plantae,49011,-121.4385197,38.26295226
9225005,2017-12-17 10:29:12 AM PST,12/17/17,12/17/17 12:29,Pacific Time (US & Canada),174643,clem,12/21/17 8:59,1/4/18 16:49,research,CC-BY-NC,https://www.inaturalist.org/observations/9225005,https://inaturalist-open-data.s3.amazonaws.com/photos/12483602/medium.jpeg?1513868350,NA,NA,NA,1,0,FALSE,2,"River Walk Trail, Galt, CA 95632, USA",4,4,NA,NA,FALSE,NA,NA,Valley Oak,Quercus lobata,valley oak,Plantae,49011,-121.4380397,38.26301832
9477836,Sun Jan 14 2018 15:32:17 GMT-0800 (PST),1/14/18,1/14/18 17:32,Pacific Time (US & Canada),28,tiwane,1/14/18 20:51,1/18/18 22:18,research,CC0,https://www.inaturalist.org/observations/9477836,https://inaturalist-open-data.s3.amazonaws.com/photos/12900531/medium.jpg?1515984706,NA,NA,NA,1,0,FALSE,3,"Cosumnes River Preserve, Elk Grove, CA, US",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4410333,38.26680833
10237133,3/11/18,3/11/18,NA,Pacific Time (US & Canada),757838,rmoger,3/14/18 17:32,3/15/18 11:40,research,NA,https://www.inaturalist.org/observations/10237133,https://static.inaturalist.org/photos/14154573/medium.jpg?1521066754,NA,NA,"This large, somewhat unhealthy looking tree clung to the edge of a steep embankment leading down to the river.  It was tall with drooping irregularly placed branches.  The branches still held some clusters of dried brown leaves from last season. 
Leaves were deeply lobed, 2-4"" long.  The bark showed the characteristic thick, ridged pewter colored bark of valley oaks.  

The tree was beginning to bloom on all branches evidenced by the presence of fuzzy greenish yellow buds (that will eventually become catkins).

Valley Oak is an endemic species

 




",1,0,FALSE,NA,"Sailor Bar County Park, American River Parkway, Fair Oaks, CA",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.237241,38.633401
10281475,2018-03-17 4:17:31 PM PDT,3/17/18,3/17/18 18:17,Pacific Time (US & Canada),292751,thenaturalistnextdoor,3/17/18 18:18,9/9/20 19:31,research,CC-BY-NC,https://www.inaturalist.org/observations/10281475,https://inaturalist-open-data.s3.amazonaws.com/photos/14234067/medium.jpeg?1521328727,NA,NA,NA,1,0,FALSE,2,"Jedediah Smith Memorial Trail, Gold River, CA 95670, USA",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2302326,38.63205843
10281743,2018-03-17 4:21:25 PM PDT,3/17/18,3/17/18 18:21,Pacific Time (US & Canada),292751,thenaturalistnextdoor,3/17/18 18:32,3/19/18 20:16,research,CC-BY-NC,https://www.inaturalist.org/observations/10281743,https://inaturalist-open-data.s3.amazonaws.com/photos/14234460/medium.jpeg?1521329562,NA,NA,NA,1,0,FALSE,2,"Jedediah Smith Memorial Trail, Gold River, CA 95670, USA",9,9,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2244683,38.63287224
10756137,Tue Apr 10 2018 11:32:12 GMT-0700 (PDT),4/10/18,4/10/18 13:32,Pacific Time (US & Canada),775221,stephanie248,4/10/18 13:32,4/10/18 14:16,research,NA,https://www.inaturalist.org/observations/10756137,https://static.inaturalist.org/photos/15037741/medium.jpg?1523385164,NA,NA,NA,1,0,FALSE,3,"Cosumnes River Preserve, Galt, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4379142,38.26757989
11206262,2018/04/04 4:16 PM PDT,4/4/18,4/4/18 18:16,Pacific Time (US & Canada),861956,angfleming96,4/20/18 4:03,4/20/18 10:18,research,CC-BY-NC,https://www.inaturalist.org/observations/11206262,https://inaturalist-open-data.s3.amazonaws.com/photos/15888871/medium.jpeg?1524214940,NA,NA,Valley Oak?,2,0,FALSE,NA,American River Parkway,5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3436194,38.65017778
12486717,2008/03/28 7:00 PM UTC,3/28/08,NA,UTC,899236,palustris314,5/15/18 12:47,9/18/18 22:52,research,NA,https://www.inaturalist.org/observations/12486717,https://static.inaturalist.org/photos/18022295/medium.jpeg?1526406160,NA,NA,"Probably not planted. Seedling or sucker in urban setting, next to palm tree.",1,0,FALSE,NA,"McClellan Park, CA, USA",1809,1809,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.390048,38.6733377
13555362,Mon Jun 18 2018 10:52:21 GMT-0700 (PDT),6/18/18,6/18/18 12:52,Pacific Time (US & Canada),1032609,lhbrashier,6/18/18 12:52,11/13/19 14:10,research,NA,https://www.inaturalist.org/observations/13555362,https://static.inaturalist.org/photos/19929366/medium.jpg?1529344375,NA,NA,NA,1,0,FALSE,3,"Stone Lakes National Wildlife Refuge, Elk Grove, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4946779,38.36927162
14060961,Wed Jul 04 2018 18:32:26 GMT-0700 (PDT),7/4/18,7/4/18 20:32,Pacific Time (US & Canada),1065481,antrozousamelia,7/4/18 20:34,9/9/18 15:35,research,CC-BY,https://www.inaturalist.org/observations/14060961,https://static.inaturalist.org/photos/20809635/medium.jpg?1530754467,NA,NA,NA,1,0,FALSE,3,"Sierra School Park, Sacramento, CA, US",10,10,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4825309,38.55280051
14712088,Tue Jul 24 2018 19:09:12 GMT-0700 (PDT),7/24/18,7/24/18 21:09,Pacific Time (US & Canada),1065481,antrozousamelia,7/25/18 3:19,7/26/20 1:36,research,CC-BY,https://www.inaturalist.org/observations/14712088,https://static.inaturalist.org/photos/21940873/medium.jpg?1532506813,NA,NA,NA,1,0,FALSE,3,"6700 Auburn Blvd, Citrus Heights, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.30732,38.68700833
15087249,Fri Aug 03 2018 15:03:18 GMT-0700 (PDT),8/3/18,8/3/18 17:03,Pacific Time (US & Canada),747958,cadeal03,8/3/18 17:44,8/20/18 17:23,research,NA,https://www.inaturalist.org/observations/15087249,https://static.inaturalist.org/photos/22532161/medium.jpg?1533336355,NA,NA,NA,2,0,FALSE,3,"Reichmuth Park, Sacramento, CA, US",10,10,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.5180338,38.51013926
16424321,Tue Sep 11 2018 10:42:03 GMT-0700 (PDT),9/11/18,9/11/18 12:42,Pacific Time (US & Canada),781032,morganstickrod,9/11/18 13:17,9/18/18 23:00,research,CC0,https://www.inaturalist.org/observations/16424321,https://inaturalist-open-data.s3.amazonaws.com/photos/24713832/medium.jpg?1536689873,NA,NA,NA,1,0,FALSE,3,"Discovery Park, Sacramento, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4943867,38.60751667
16939757,2018-08-31 2:44:14 PM PDT,8/31/18,8/31/18 16:44,Pacific Time (US & Canada),773740,aduval22,9/26/18 13:45,9/10/20 17:33,research,CC-BY-NC,https://www.inaturalist.org/observations/16939757,https://inaturalist-open-data.s3.amazonaws.com/photos/25600148/medium.jpeg?1537987528,NA,NA,NA,1,0,FALSE,2,"4700 College Oak Dr, Sacramento, CA 95841, USA",NA,NA,NA,NA,FALSE,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3441696,38.65139008
17169844,2018/09/21 10:13 AM HST,9/21/18,9/21/18 15:13,Hawaii,381984,lshigenaga,10/3/18 16:43,7/24/19 10:45,research,NA,https://www.inaturalist.org/observations/17169844,https://static.inaturalist.org/photos/26017202/medium.jpeg?1538602891,NA,NA,NA,1,0,FALSE,NA,"Carmichael, CA, USA",65,65,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3139639,38.61698611
17272736,2018/10/06 1:42 PM EDT,10/6/18,10/6/18 12:42,Eastern Time (US & Canada),737250,jimsox,10/7/18 0:35,10/7/18 1:03,research,CC-BY,https://www.inaturalist.org/observations/17272736,https://static.inaturalist.org/photos/26203769/medium.jpg?1538890479,NA,NA,NA,1,0,FALSE,NA,"Gold River, CA 95670, USA",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2474278,38.62914444
17506359,Sun Oct 14 2018 11:38:18 GMT-0700 (PDT),10/14/18,10/14/18 13:38,Pacific Time (US & Canada),19380,zach_cava,10/14/18 14:37,11/18/18 12:31,research,CC-BY-NC,https://www.inaturalist.org/observations/17506359,https://inaturalist-open-data.s3.amazonaws.com/photos/26635670/medium.jpg?1539545877,NA,NA,NA,1,0,FALSE,3,"California, US",5,28210,obscured,NA,TRUE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3127567,38.68985671
18116626,2017-09-09 5:03:00 PM PDT,9/9/17,9/9/17 19:03,Pacific Time (US & Canada),1022753,michaelohare,11/4/18 23:26,11/5/18 16:02,research,NA,https://www.inaturalist.org/observations/18116626,https://static.inaturalist.org/photos/27701175/medium.jpeg?1541395597,NA,NA,NA,1,0,FALSE,2,"6700 Tarshes Dr, Carmichael, CA 95608, USA",33,33,NA,NA,FALSE,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3081548,38.61468173
18281291,2018-11-08 2:22:26 PM PST,11/8/18,11/8/18 16:22,Pacific Time (US & Canada),1022753,michaelohare,11/9/18 4:39,11/14/18 14:13,research,NA,https://www.inaturalist.org/observations/18281291,https://static.inaturalist.org/photos/27928836/medium.jpeg?1541759961,NA,NA,NA,1,0,FALSE,2,"2850 San Lorenzo Way, Carmichael, CA 95608, USA",132,132,NA,NA,FALSE,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3085115,38.61746826
18381761,Tue Nov 13 2018 09:01:19 GMT-0800 (PST),11/13/18,11/13/18 11:01,Pacific Time (US & Canada),1350073,arlo_phoenix,11/13/18 17:17,11/14/18 18:16,research,NA,https://www.inaturalist.org/observations/18381761,https://static.inaturalist.org/photos/28093098/medium.jpg?1542151069,NA,NA,NA,1,0,FALSE,3,"American River Bike Trail, Orangevale, CA, US",35,35,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1919467,38.675005
18656682,Mon Nov 26 2018 12:08:07 GMT-0800 (PST),11/26/18,11/26/18 14:08,Pacific Time (US & Canada),1203312,ljlwatkins,11/26/18 14:08,12/1/18 13:11,research,NA,https://www.inaturalist.org/observations/18656682,https://static.inaturalist.org/photos/28559986/medium.jpg?1543262926,NA,NA,NA,1,0,FALSE,3,"Effie Yeaw Nature Center, Carmichael, CA, US",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3093401,38.61871802
18681104,2018-11-27 11:39:49 AM PST,11/27/18,11/27/18 13:39,Pacific Time (US & Canada),1369467,sarah998,11/27/18 15:33,1/17/19 12:39,research,NA,https://www.inaturalist.org/observations/18681104,https://static.inaturalist.org/photos/28598908/medium.jpeg?1543354417,NA,NA,NA,1,0,FALSE,2,"Jedediah Smith Memorial Trail, Fair Oaks, CA 95628, USA",NA,NA,NA,NA,FALSE,gps,gps,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2008972,38.65382004
19295671,2018-12-29 1:35:28 PM PST,12/29/18,12/29/18 15:35,Pacific Time (US & Canada),3057,vermfly,12/29/18 15:37,12/29/18 19:55,research,CC-BY-NC,https://www.inaturalist.org/observations/19295671,https://inaturalist-open-data.s3.amazonaws.com/photos/29659924/medium.jpeg?1546119438,NA,NA,NA,1,0,FALSE,2,"9323 Defiance Cir, Sacramento, CA 95827, USA",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3539307,38.57095261
20019915,2019/01/27 2:19 PM PST,1/27/19,1/27/19 16:19,Pacific Time (US & Canada),2991,sea-kangaroo,2/1/19 18:19,2/1/19 19:47,research,CC-BY,https://www.inaturalist.org/observations/20019915,https://inaturalist-open-data.s3.amazonaws.com/photos/30902512/medium.jpeg?1549066740,NA,valley oak,NA,1,0,FALSE,NA,"Cosumnes River Preserve, California, USA",10,10,NA,NA,FALSE,NA,NA,Valley Oak,Quercus lobata,valley oak,Plantae,49011,-121.43285,38.26254
22708256,2019-04-19 8:40:35 AM PDT,4/19/19,4/19/19 10:40,Pacific Time (US & Canada),1463350,ghia69,4/19/19 10:42,11/13/19 14:11,research,NA,https://www.inaturalist.org/observations/22708256,https://static.inaturalist.org/photos/35188475/medium.jpeg?1555688526,NA,NA,NA,1,0,FALSE,2,"1624 Hood Franklin Rd, Elk Grove, CA 95757, USA",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4936248,38.37059032
22825540,2019-04-21 10:24:29 AM PDT,4/21/19,4/21/19 12:24,Pacific Time (US & Canada),3057,vermfly,4/21/19 12:25,4/21/19 19:36,research,CC-BY-NC,https://www.inaturalist.org/observations/22825540,https://inaturalist-open-data.s3.amazonaws.com/photos/35376869/medium.jpeg?1555867504,NA,NA,NA,1,0,FALSE,2,"5317 Grant Ave, Carmichael, CA 95608, USA",7,7,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3399627,38.6298627
22968979,Tue Apr 23 2019 16:07:15 GMT-0700 (PDT),4/23/19,4/23/19 18:07,Pacific Time (US & Canada),1654859,powerhouse,4/23/19 18:08,4/23/19 18:17,research,CC-BY-NC,https://www.inaturalist.org/observations/22968979,https://inaturalist-open-data.s3.amazonaws.com/photos/35603901/medium.jpg?1556060943,NA,NA,NA,1,0,FALSE,3,"3615 Auburn Blvd, Sacramento, CA, US",65,65,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.379761,38.63925297
23140943,2019-04-26 7:51:30 AM PDT,4/26/19,4/26/19 9:51,Pacific Time (US & Canada),3057,vermfly,4/26/19 9:52,4/26/19 9:53,research,CC-BY-NC,https://www.inaturalist.org/observations/23140943,https://inaturalist-open-data.s3.amazonaws.com/photos/35869296/medium.jpeg?1556290340,NA,NA,NA,1,0,FALSE,2,"4051 Zinfandel Dr, Mather, CA 95655, USA",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2581476,38.55686954
23141195,Fri Apr 26 2019 07:52:51 GMT-0700 (PDT),4/26/19,4/26/19 9:52,Pacific Time (US & Canada),1416857,lindagal2,4/26/19 9:53,4/28/19 12:45,research,CC-BY-NC,https://www.inaturalist.org/observations/23141195,https://inaturalist-open-data.s3.amazonaws.com/photos/35869638/medium.jpg?1556290427,NA,NA,NA,1,0,FALSE,3,"Mather Regional Park, Rancho Cordova, CA, US",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2580864,38.55685822
23142493,Fri Apr 26 2019 07:59:17 GMT-0700 (PDT),4/26/19,4/26/19 9:59,Pacific Time (US & Canada),1220758,earthwatcher,4/26/19 9:59,4/28/19 12:45,research,NA,https://www.inaturalist.org/observations/23142493,https://static.inaturalist.org/photos/35871656/medium.jpg?1556290866,NA,NA,"#calnatshare 
#CityNatureChallenge 
#cncsacramento
",1,0,FALSE,3,"Folsom Lake State Recreation Area, Folsom, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1899462,38.6480069
23231498,2019-04-26 2:49:53 PM PDT,4/26/19,4/26/19 16:49,Pacific Time (US & Canada),829348,john475,4/26/19 16:50,4/28/19 12:44,research,NA,https://www.inaturalist.org/observations/23231498,https://static.inaturalist.org/photos/35997856/medium.jpeg?1556315429,NA,NA,NA,1,0,FALSE,2,"Sacramento County, US-CA, US",9,9,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2780616,38.64104847
23401740,Sat Apr 27 2019 09:32:03 GMT-0700 (PDT),4/27/19,4/27/19 11:32,Pacific Time (US & Canada),1216226,lpadilla,4/27/19 11:32,5/1/19 23:32,research,CC-BY-NC,https://www.inaturalist.org/observations/23401740,https://inaturalist-open-data.s3.amazonaws.com/photos/36243267/medium.jpg?1556382789,NA,NA,NA,1,0,FALSE,3,"Stone Lakes National Wildlife Refuge, Elk Grove, CA, US",8,8,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.4873256,38.40886865
23416943,2019-04-27 10:32:29 AM PDT,4/27/19,4/27/19 12:32,Pacific Time (US & Canada),3057,vermfly,4/27/19 12:32,4/28/19 15:18,research,CC-BY-NC,https://www.inaturalist.org/observations/23416943,https://inaturalist-open-data.s3.amazonaws.com/photos/36265192/medium.jpeg?1556386425,NA,NA,NA,1,0,FALSE,2,"Park Rd, Orangevale, CA 95662, USA",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1905934,38.6776862
23418931,Sat Apr 27 2019 10:39:41 GMT-0700 (PDT),4/27/19,4/27/19 12:39,Pacific Time (US & Canada),1416857,lindagal2,4/27/19 12:40,5/1/19 23:28,research,CC-BY-NC,https://www.inaturalist.org/observations/23418931,https://inaturalist-open-data.s3.amazonaws.com/photos/36268367/medium.jpg?1556386903,NA,NA,NA,1,0,FALSE,3,"American River Bike Trail, Orangevale, CA, US",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.1912477,38.67784514
23439832,2019-04-27 11:58:48 AM PDT,4/27/19,4/27/19 13:58,Pacific Time (US & Canada),555108,lacigerhart,4/27/19 13:59,4/27/19 14:17,research,CC-BY-NC,https://www.inaturalist.org/observations/23439832,https://inaturalist-open-data.s3.amazonaws.com/photos/36299084/medium.jpeg?1556391604,NA,NA,NA,1,0,FALSE,2,"3900 Valley View Ct, Fair Oaks, CA 95628, USA",116,116,NA,NA,FALSE,NA,NA,hairy vetch,Vicia villosa,hairy vetch,Plantae,57317,-121.2738152,38.6349378
23446082,2019-04-27 12:23:25 PM PDT,4/27/19,4/27/19 14:23,Pacific Time (US & Canada),555108,lacigerhart,4/27/19 14:25,5/1/19 23:16,research,CC-BY-NC,https://www.inaturalist.org/observations/23446082,https://inaturalist-open-data.s3.amazonaws.com/photos/36308939/medium.jpeg?1556393142,NA,NA,NA,1,0,FALSE,2,"Fair Oaks, CA, USA",7,7,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2823742,38.62666046
23557877,Sat Apr 27 2019 13:28:15 GMT-0700 (PDT),4/27/19,4/27/19 15:28,Pacific Time (US & Canada),1217521,jfjewell,4/27/19 22:35,4/28/19 12:43,research,NA,https://www.inaturalist.org/observations/23557877,https://static.inaturalist.org/photos/36477433/medium.jpg?1556422554,NA,NA,NA,1,0,FALSE,3,"10447 Ambassador Dr, Rancho Cordova, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.301255,38.61081667
23682204,Sun Apr 28 2019 10:31:58 GMT-0700 (PDT),4/28/19,4/28/19 12:31,Pacific Time (US & Canada),1691647,amy639,4/28/19 12:32,5/2/19 0:27,research,NA,https://www.inaturalist.org/observations/23682204,https://static.inaturalist.org/photos/37187196/medium.jpg?1556576469,NA,NA,NA,1,0,FALSE,3,"Effie Yeaw Nature Center, Carmichael, CA, US",12,12,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.310999,38.6169871
23702167,2019-04-28 11:48:09 AM PDT,4/28/19,4/28/19 13:48,Pacific Time (US & Canada),829348,john475,4/28/19 13:48,4/28/19 16:52,research,NA,https://www.inaturalist.org/observations/23702167,https://static.inaturalist.org/photos/36681626/medium.jpeg?1556477326,NA,NA,NA,1,0,FALSE,2,"Jedediah Smith Memorial Trail, Rancho Cordova, CA 95670, USA",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3051456,38.61604411
23714967,Sun Apr 28 2019 12:40:42 GMT-0700 (PDT),4/28/19,4/28/19 14:40,Pacific Time (US & Canada),198371,sarahangulo,4/28/19 14:40,4/27/21 11:24,research,CC0,https://www.inaturalist.org/observations/23714967,https://static.inaturalist.org/photos/36700674/medium.jpg?1556480468,NA,NA,NA,1,0,FALSE,3,"1800 Rossmoor Dr, Rancho Cordova, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3071419,38.61718664
23769728,2019-04-28 4:04:15 PM PDT,4/28/19,4/28/19 18:04,Pacific Time (US & Canada),829348,john475,4/28/19 18:04,5/1/19 20:00,research,NA,https://www.inaturalist.org/observations/23769728,https://static.inaturalist.org/photos/36781971/medium.jpeg?1556492686,NA,NA,NA,1,0,FALSE,2,"Southside Park, 2115 6th St, Sacramento, CA 95818, USA",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.5023526,38.56851125
23822860,Sun Apr 28 2019 07:39:10 GMT-0700 (PDT),4/28/19,4/28/19 9:39,Pacific Time (US & Canada),1546196,jkpanaka,4/28/19 21:40,5/1/19 18:19,research,CC-BY-NC,https://www.inaturalist.org/observations/23822860,https://inaturalist-open-data.s3.amazonaws.com/photos/36862381/medium.jpg?1556505639,NA,NA,"Valley oak with green oak hall of California oak gall wasp Andricus quercuscalifornicus
",1,0,FALSE,3,"River Bend Park, Rancho Cordova, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3291333,38.59398333
23959813,2019/04/28 8:43 AM PDT,4/28/19,4/28/19 10:43,Pacific Time (US & Canada),631902,petunialoo,4/29/19 11:48,5/1/19 18:16,research,CC-BY-NC,https://www.inaturalist.org/observations/23959813,https://inaturalist-open-data.s3.amazonaws.com/photos/37061921/medium.jpg?1556556476,NA,NA,NA,1,0,FALSE,NA,"Carmichael, CA, USA",NA,NA,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3105833,38.61678333
23978174,Mon Apr 29 2019 11:00:14 GMT-0700 (PDT),4/29/19,4/29/19 13:00,Pacific Time (US & Canada),1416857,lindagal2,4/29/19 13:01,5/5/19 21:29,research,CC-BY-NC,https://www.inaturalist.org/observations/23978174,https://inaturalist-open-data.s3.amazonaws.com/photos/37088212/medium.jpg?1556560925,NA,NA,NA,1,0,FALSE,3,"American River Bike Trail, Rancho Cordova, CA, US",6,6,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2698421,38.63199933
24072875,2019-04-29 5:04:32 PM PDT,4/29/19,4/29/19 19:04,Pacific Time (US & Canada),829348,john475,4/29/19 19:05,4/29/19 19:19,research,NA,https://www.inaturalist.org/observations/24072875,https://static.inaturalist.org/photos/37230494/medium.jpeg?1556582838,NA,NA,NA,1,0,FALSE,2,"6941 Sutter Ave, Carmichael, CA 95608, USA",7,7,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3023315,38.63365709
24093511,2019-04-29 10:59:08 AM PDT,4/29/19,4/29/19 12:59,Pacific Time (US & Canada),3057,vermfly,4/29/19 20:15,4/29/19 20:21,research,CC-BY-NC,https://www.inaturalist.org/observations/24093511,https://inaturalist-open-data.s3.amazonaws.com/photos/37259668/medium.jpeg?1556586951,NA,NA,NA,1,0,FALSE,2,"Jedediah Smith Memorial Trail, Rancho Cordova, CA 95670, USA",11,11,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.2697834,38.63202313
24116841,Mon Apr 29 2019 19:43:25 GMT-0700 (PDT),4/29/19,4/29/19 21:43,Pacific Time (US & Canada),1126417,dinosaur3491,4/29/19 21:43,5/2/19 21:41,research,NA,https://www.inaturalist.org/observations/24116841,https://static.inaturalist.org/photos/37296456/medium.jpg?1556592256,NA,NA,NA,2,0,FALSE,3,"Effie Yeaw Nature Center, Carmichael, CA, US",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3114934,38.61721904
24332206,2019/04/30 4:26 PM PDT,4/30/19,4/30/19 18:26,Pacific Time (US & Canada),1709804,padrefantyler,5/1/19 19:40,5/1/19 23:45,research,NA,https://www.inaturalist.org/observations/24332206,https://static.inaturalist.org/photos/37623634/medium.jpeg?1556757602,NA,NA,NA,1,0,FALSE,NA,"Carmichael, CA, USA",5,5,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.3136528,38.61874444
24344789,2019/04/28 3:17 PM PDT,4/28/19,4/28/19 17:17,Pacific Time (US & Canada),1521426,hailey_adler,5/1/19 22:54,5/2/19 9:59,research,CC-BY-NC,https://www.inaturalist.org/observations/24344789,https://inaturalist-open-data.s3.amazonaws.com/photos/37645055/medium.jpeg?1556769214,NA,NA,NA,1,0,FALSE,NA,"Fair Oaks, CA, USA",31,31,NA,NA,FALSE,NA,NA,valley oak,Quercus lobata,valley oak,Plantae,49011,-121.204501,38.65482386
